Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date,Full Name,Height,Wikipedia,Sailor ID,email hash (gravatar md5),LinkedIn,Real Name,Instagram,Twitter,Endomondo
GER,Dirk Barteldt,,,,,,,,,,,,,,,,
GER,Dirk Dehncke,,,,,,,,,,,,,,,,
GER,Dirk Filimonow,,,,,,,,,,,,,,,,
GER,Dirk Frank,,,,,,,,,,,,,,,,
GER,Dirk Grotebruner,,,,,,,,,,,,,,,,
GER,Dirk Hänsgen,,,,,,,,,,,,,,,,
GER,Dirk Hütten,,,,,,,,,,,,,,,,
GER,Dirk Ipach,,,,,,,,,,,,,,,,
GER,Dirk Kaiser,,,,,,,,,,,,,,,,
GER,Dirk Kindler,,,,,,,,,,,,,,,,
GER,Dirk Kuhnhenn,,,,,,,,,,,,,,,,
GER,Dirk Lübbers,,,,,,,,,,,,,,,,
GER,Dirk Schrage,,,,,,,,,,,,,,,,
GER,Ditmar Kreutzmann,,,,,,,,,,,,,,,,
GER,Dominik Hafner,,,,,,,,,,,,,,,,
GER,Doreen Jäschke,,,,,,,,,,,,,,,,
GER,Dorothea Gebert,,,,,,,,,,,,,,,,
GER,Dubravka Lung,,,,,,,,,,,,,,,,
GER,Eberhard Schockenhoff,,,,,,,,,,,,,,,,
GER,Eckard Busch,,,,,,,,,,,,,,,,
GER,Eckart König,,,,,,,,,,,,,,,,
GER,Eckhard Busch,,,,,,,,,,,,,,,,
GER,Egbert Lechtenböhmer,,,,,,,,,,,,,,,,
GER,Eike Dietrich,,,,,,,,,,,,,,,,
GER,Eike Frahseck,,,,,,,,,,,,,,,,
GER,Eike Friedrich,,,,,,,,,,,,,,,,
GER,Elisabeth Bernauer,,,,,,,,,,,,,,,,
GER,Elke Schott,,,,,,,,,,,,,,,,
GER,Elke Thieschäfer,,,,,,,,,,,,,,,,
GER,Elke-Maria Bentfeld,,,,,,,,,,,,,,,,
GER,Elmar Neugart,,,,,,,,,,,,,,,,
GER,Engel Christoph,,,,,,,,,,,,,,,,
GER,Engelbert Theban,,,,,,,,,,,,,,,,
GER,Engelbert Theben,,,,,,,,,,,,,,,,
GER,Enno Thaeter,,,,,,,,,,,,,,,,
GER,Eric Bellstedt,,,,,,,,,,,,,,,,
GER,Eric Wolf,,,,,,,,,,,,,,,,
GER,Erik Holz,,,,,,,,,,,,,,,,
GER,Erik Techen,,,,,,,,,,,,,,,,
GER,Ernst Meyer,,,,,,,,,,,,,,,,
GER,Ernst Pöckl,,,,,,,,,,,,,,,,
GER,Etienne Portelance,,,,,,,,,,,,,,,,
GER,Ewald Brzoska,,,,,,,,,,,,,,,,
GER,Fabian Kohl,,,,,,,,,,,,,,,,
GER,Fabian Martyson,,,,,,,,,,,,,,,,
GER,Fabian Vergil,,,,,,,,,,,,,,,,
GER,Falk Stenger,,,,,,,,,,,,,,,,
GER,Falko Braun,,,,,,,,,,,,,,,,
GER,Fanni Stratmann,,,,,,,,,,,,,,,,
GER,Felix Bernhardt,,,,,,,,,,,,,,,,
GER,Felix Björn Brockerhoff,,,1993,,,,,,,,,,,,,
GER,Felix Dierich,,,,,,,,,,,,,,,,
GER,Felix Diesch,,,,,,,,,,,,,,,,
GER,Felix Graff,,,,,,,,,,,,,,,,
GER,Felix Heibeck,,,,,,,,,,,,,,,,
GER,Felix Hummel,,,,,,,,,,,,,,,,
GER,Felix Ismar,,,,,,,,,,,,,,,,
GER,Felix Klöpfer,,,,,,,,,,,,,,,,
GER,Felix Mittermayer,,,,,,,,,,,,,,,,
GER,Felix Ordemann,,,,,,,,,,,,,,,,
GER,Felix Weissensteiner,,,,,,,,,,,,,,,,
GER,Finn Böger,,,,,,,,,,,,,,,,
GER,Fiona Jordan,,,,,,,,,,,,,,,,
GER,Florian Ader,,,,,,,,,,,,,,,,
GER,Florian Brix,,,,,,,,,,,,,,,,
GER,Florian Duwe,,,,,,,,,,,,,,,,
GER,Florian Ganzer,,,,,,,,,,,,,,,,
GER,Florian Hassdenteufel,,,,,,,,,,,,,,,,
GER,Florian Heil,,,,,,,,,,,,,,,,
GER,Florian Kemper,,,,,,,,,,,,,,,,
GER,Florian Lautenschlager,,,,,,,,,,,,,,,,
GER,Florian Mayntz,,,,,,,,,,,,,,,,
GER,Florian Rdest,,,,,,,,,,,,,,,,
GER,Florian Reichel,,,,,,,,,,,,,,,,
GER,Florian Rheinheimer,,,,,,,,,,,,,,,,
GER,Florian von Scotti,,,,,,,,,,,,,,,,
GER,Franco Weichel,,,,,,,,,,,,,,,,
GER,Frank Beier,,,,,,,,,,,,,,,,
GER,Frank Böhm,,,,,,,,,,,,,,,,
GER,Frank Dieckmann,,,,,,,,,,,,,,,,
GER,Frank Feller,,,,,,,,,,,,,,,,
GER,Frank Heimburger,,,,,,,,,,,,,,,,
GER,Frank Hölscher,,,,,,,,,,,,,,,,
GER,Frank Letsche,,,,,,,,,,,,,,,,
GER,Frank Rupprich,,,,,,,,,,,,,,,,
GER,Frank Scheel,,,,,,,,,,,,,,,,
GER,Frank Ströbing,,,,,,,,,,,,,,,,
GER,Frank Uhlemann,KYC,,1959,,,,,,,,216d30dad14bbdd1ce973605b783a82b,,,,,
GER,Frank Walter,,,,,,,,,,,,,,,,
GER,Frank Weigelt,,,,,,,,,,,,,,,,
GER,Frank Wille,,,,,,,,,,,,,,,,
GER,Frank Zschieschang,,,,,,,,,,,,,,,,
GER,Franscisco Sanguino-Petersen,,,,,,,,,,,,,,,,
GER,Franz Bachmeier,,,,,,,,,,,,,,,,
GER,Franzi Manko,,,,,,,,,,,,,,,,
GER,Franzika Schiedt,,,,,,,,,,,,,,,,
GER,Franziska Koch,,,,,,,,,,,,,,,,
GER,Franziska Stolzmann,,,,,,,,,,,,,,,,
GER,Frauke Schürmann,,,,,,,,,,,,,,,,
GER,Frederik Burmester,,,,,,,,,,,,,,,,
GER,Frederik Schaal,,,,,,,,,,,,,,,,
GER,Frederik Tasche,,,,,,,,,,,,,,,,
GER,Frederik Teichmann,,,,,,,,,,,,,,,,
GER,Frederike Geppert,,,,,,,,,,,,,,,,
GER,Frieder Achterberg,,,,,,,,,,,,,,,,
GER,Frieder Billerbeck,,,,,,,,,,,,,,,,
GER,Friederike Lemp,,,,,,,,,,,,,,,,
GER,Friedrich Funk,,,,,,,,,,,,,,,,
GER,Friedrich Schropsdorff,,,,,,,,,,,,,,,,
GER,Frisco Sanguind,,,,,,,,,,,,,,,,
GER,Fritz Hollenbeck,,,,,,,,,,,,,,,,
GER,Fritz Sobott,,,,,,,,,,,,,,,,
GER,Gabi Boettcher,,,,,,,,,,,,,,,,
GER,Geeske Genrich,,,,,,,,,,,,,,,,
GER,Georg Mittermayer,,,,,,,,,,,,,,,,
GER,Georg Neulen,,,,,,,,,,,,,,,,
GER,Gerald Roos,,,1967,,,,,,,,,,,,,
GER,Gerd Engel,,,,,,,,,,,,,,,,
GER,Gerd Linnemann,,,,,,,,,,,,,,,,
GER,Gerhard Engel,,,,,,,,,,,,,,,,
GER,Gerhard Meyer,,,,,,,,,,,,,,,,
GER,Gerhard Schmidt,,,,,,,,,,,,,,,,
GER,Gesche Kohlberg,,,,,,,,,,,,,,,,
GER,Göran Berggren,,,,,,,,,,,,,,,,
GER,Gorch Stegen,,,,,,,,,,,,,,,,
GER,Gordon Russell,,,,,,,,,,,,,,,,
GER,Greger Thoralf,,,,,,,,,,,,,,,,
GER,Gregor Dahlem,,,,,,,,,,,,,,,,
GER,Gregor Franke,,,,,,,,,,,,,,,,
GER,Grietje Therkorn,,,,,,,,,,,,,,,,
GER,Guenter Kerkloh,,,,,,,,,,,,,,,,
GER,Guido Dors,,,,,,,,,,,,,,,,
GER,Guido Rölofs,,,,,,,,,,,,,,,,
GER,Guido von Walter,,,,,,,,,,,,,,,,
GER,Guido Weiskopf,,,,,,,,,,,,,,,,
GER,Guillaume Catho,,,,,,,,,,,,,,,,
GER,Gundula Miksch,,,,,,,,,,,,,,,,
GER,Günter Bökle,,,,,,,,,,,,,,,,
GER,Gunter Froese,,,,,,,,,,,,,,,,
GER,Günter Kerkloh,,,,,,,,,,,,,,,,
GER,Günter Peters,,,,,,,,,,,,,,,,
GER,Gunther Wellmann,,,,,,,,,,,,,,,,
GER,Guy Bottlaender,,,,,,,,,,,,,,,,
GER,H. Busch,,,,,,,,,,,,,,,,
GER,Hanke Mollnau,,,,,,,,,,,,,,,,
GER,Hannes Becker,,,,,,,,,,,,,,,,
GER,Hannes Kindermann,,,,,,,,,,,,,,,,
GER,Hannes Lehning,,,,,,,,,,,,,,,,
GER,Hannes Obermeyer,,,,,,,,,,,,,,,,
GER,Hannes Wagner,,,,,,,,,,,,,,,,
GER,Hanno Barth,,,,,,,,,,,,,,,,
GER,Hanno Stratmann,,,,,,,,,,,,,,,,
GER,Hanno Weimer,,,,,,,,,,,,,,,,
GER,Hans Hessel,,,,,,,,,,,,,,,,
GER,Hans Jürgen Nehrenberg,,,,,,,,,,,,,,,,
GER,Hans Luinge,,,,,,,,,,,,,,,,
GER,Hans Nöldeke,,,,,,,,,,,,,,,,
GER,Hans Peter Petersen,,,,,,,,,,,,,,,,
GER,Hans Spiess,,,,,,,,,,,,,,,,
GER,Hans-Albert Noeldeke,,,,,,,,,,,,,,,,
GER,Hans-Christian Schwieger,,,,,,,,,,,,,,,,
GER,Hans-Georg Joost,,,,,,,,,,,,,,,,
GER,Hans-Heinrich Rix,,,1966,,,,,,,,,,,,,
GER,Hansjörg Ehlers,,,,,,,,,,,,,,,,
GER,Hansjörg Schirmer,,,,,,,,,,,,,,,,
GER,Hans-Jürgen Rentelmann,,,,,,,,,,,,,,,,
GER,Hans-Werner Steding,,,,,,,,,,,,,,,,
GER,Harald Abel,,,,,,,,,,,,,,,,
GER,Harald Bruhn,,,,,,,,,,,,,,,,
GER,Harald Busch,,,,,,,,,,,,,,,,
GER,Harald Hundt,,,,,,,,,,,,,,,,
GER,Harald König,,,,,,,,,,,,,,,,
GER,Harald Möser,,,,,,,,,,,,,,,,
GER,Harald Nowka,,,,,,,,,,,,,,,,
GER,Harald Schott,,,,,,,,,,,,,,,,
GER,Harald Wefers,,,,,,,,,,,,,,,,
GER,Harald Wolff,,,,,,,,,,,,,,,,
GER,Harry Brandt,,,,,,,,,,,,,,,,
GER,Hartmut Weiß,,,,,,,,,,,,,,,,
GER,Hartwig Friedrichs,,,,,,,,,,,,,,,,
GER,Hasso Hoffmeister,,,,,,,,,,,,,,,,
GER,Hauke Drengenberg,,,,,,,,,,,,,,,,
GER,Hauke Sievers,,,,,,,,,,,,,,,,
GER,Heike Jansen,,,,,,,,,,,,,,,,
GER,Heike Winchenbach,,,,,,,,,,,,,,,,
GER,Heiko Behrens,,,,,,,,,,,,,,,,
GER,Heiko Bühring,,,,,,,,,,,,,,,,
GER,Heiko Flack,,,,,,,,,,,,,,,,
GER,Heiko Thölmann,,,,,,,,,,,,,,,,
GER,Heiko Wehde,,,,,,,,,,,,,,,,
GER,Hein Peters,,,,,,,,,,,,,,,,
GER,Heiner Hirthe,,,,,,,,,,,,,,,,
GER,Heiner Lienke,,,,,,,,,,,,,,,,
GER,Heino Sahling,,,,,,,,,,,,,,,,
GER,Heinrich Tetzlaff,,,,,,,,,,,,,,,,
GER,Heinz Balters,,,,,,,,,,,,,,,,
GER,Heinz Wietzorrek,,,,,,,,,,,,,,,,
GER,Helge von der Linden,,,,,,,,,,,,,,,,
GER,Helge Wendt,,,,,,,,,,,,,,,,
GER,Helmut Bruns,,,,,,,,,,,,,,,,
GER,Helmut Madeheim,,,,,,,,,,,,,,,,
GER,Helmut Mannsbarth,,,,,,,,,,,,,,,,
GER,Helmut Spiske,,,,,,,,,,,,,,,,
GER,Hendrik Annighöfer,,,,,,,,,,,,,,,,
GER,Hendrik Oberheid,,,,,,,,,,,,,,,,
GER,Hendrik Reinhardt,,,,,,,,,,,,,,,,
GER,Hendrik Schürkötter,,,,,,,,,,,,,,,,
GER,Henning Oberbeck,,,,,,,,,,,,,,,,
GER,Henning Ries,,,,,,,,,,,,,,,,
GER,Henning Steffen,,,,,,,,,,,,,,,,
GER,Henning Wehke,,,,,,,,,,,,,,,,
GER,Henrik Heidorn,,,,,,,,,,,,,,,,
GER,Henrik Masekowitz,,,,,,,,,,,,,,,,
GER,Henrik Redelstroff,,,,,,,,,,,,,,,,
GER,Henrik Schade,,,,,,,,,,,,,,,,
GER,Henrike Leitl,,,,,,,,,,,,,,,,
GER,Henry Köthe,,,,,,,,,,,,,,,,
GER,Henry Stoffers,,,,,,,,,,,,,,,,
GER,Herman Heide,,,,,,,,,,,,,,,,
GER,Hermann Wollenbecker,,,,,,,,,,,,,,,,
GER,Hilke Bölts,,,,,,,,,,,,,,,,
GER,Hilmer Goedeking,,,,,,,,,,,,,,,,
GER,Holger Becker,,,,,,,,,,,,,,,,
GER,Holger Buhl,,,,,,,,,,,,,,,,
GER,Holger Franke,,,,,,,,,,,,,,,,
GER,Holger Jess,,,1963,,,,,,,,,,,,,
GER,Holger Lehning,,,,,,,,,,,,,,,,
GER,Holger Medtke,,,,,,,,,,,,,,,,
GER,Holger Rosenberg,,,,,,,,,,,,,,,,
GER,Holger Rudloff,,,,,,,,,,,,,,,,
GER,Horst Sjuts,,,,,,,,,,,,,,,,
GER,Hubertus Ritter,,,,,,,,,,,,,,,,
GER,Igmar Schulz,,,,,,,,,,,,,,,,
GER,Imke Brockerhoff,,,,,,,,,,,,,,,,
GER,Ines Berghof,,,,,,,,,,,,,,,,
GER,Inga-Marie Hofmann,,,,,,,,,,,,,,,,
GER,Ingo Schneider,,,,,,,,,,,,,,,,
GER,Ingolf Dresp,,,,,ingolf.dresp,,,,,,8da283173320273c11ee09264d958f97,,,,,
GER,Ingvild Buchholz,,,,,,,,,,,,,,,,
GER,Insa Oldigs,,,,,,,,,,,,,,,,
GER,Iris Anton,,,,,,,,,,,,,,,,
GER,Iris Feldmann,,,,,,,,,,,,,,,,
GER,Iris Kunterwald,,,,,,,,,,,,,,,,
GER,Iris Ruhnau,,,,,,,,,,,,,,,,
GER,Ivo Vollering,,,,,,,,,,,,,,,,
GER,Ivonne Seifert,,,,,,,,,,,,,,,,
GER,Ivonne Werner,,,,,,,,,,,,,,,,
GER,Jacob Nierwarra,,,,,,,,,,,,,,,,
GER,Jacob Niewiarra,,,,,,,,,,,,,,,,
GER,Jakob Achterberg,,,,,,,,,,,,,,,,
GER,Jakob Andreas,,,,,,,,,,,,,,,,
GER,Jakob Hammersen,,,,,,,,,,,,,,,,
GER,Jan Bakker,,,,,,,,,,,,,,,,
GER,Jan Behrendt,,,,,,,,,,,,,,,,
GER,Jan Blasko,,,,,,,,,,,,,,,,
GER,Jan Büscher,,,,,,,,,,,,,,,,
GER,Jan Harders,,,,,,,,,,,,,,,,
GER,Jan Jürgens,,,,,,,,,,,,,,,,
GER,Jan Koop,,,,,,,,,,,,,,,,
GER,Jan Lürkens,,,,,,,,,,,,,,,,
GER,Jan Mares,,,,,,,,,,,,,,,,
GER,Jan Peckolt,,,,,,,,,,,,,,,,
GER,Jan Peter Stölken,,,,,,,,,,,,,,,,
GER,Jan Reifferscheidt,,,,,,,,,,,,,,,,
GER,Jan Rindermann,,,,,,,,,,,,,,,,
GER,Jan Schmidt,,,,,,,,,,,,,,,,
GER,Jan Schulte-Rahde,,,,,,,,,,,,,,,,
GER,Jan Schulte-Rhade,,,,,,,,,,,,,,,,
GER,Jan Stölken,,,,,,,,,,,,,,,,
GER,Jan Stremlow,,,,,,,,,,,,,,,,
GER,Jan Wiechmann,,,,,,,,,,,,,,,,
GER,Jana Hiller,,,,,,,,,,,,,,,,
GER,Jana Weißbach,,,,,,,,,,,,,,,,
GER,Jan-Eric Nissen,,,,,,,,,,,,,,,,
GER,Jan-Hendrik Lenz,,,,,,,,,,,,,,,,
GER,Jan-Philipp Hofmann,,,1992,,,,,,,,,,,,,
GER,Jan-Rolf Schmidt,,,,,,,,,,,,,,,,
GER,Jans-Peter Schlomka,,,,,,,,,,,,,,,,
GER,Jef Geisler,,,,,,,,,,,,,,,,
GER,Jens Biederer,,,,,,,,,,,,,,,,
GER,Jens Ellermann,,,,,,,,,,,,,,,,
GER,Jens Findel,,,1981,,,,,,,,,,,,,
GER,Jens Friedrich,,,,,,,,,,,,,,,,
GER,Jens Hartwig,,,,,,,,,,,,,,,,
GER,Jens Jensen,,,,,,,,,,,,,,,,
GER,Jens Kirsch,,,,,,,,,,,,,,,,
GER,Jens Knop,,,,,,,,,,,,,,,,
GER,Jens Kühne,,,,,,,,,,,,,,,,
GER,Jens Lücke,,,,,,,,,,,,,,,,
GER,Jens Meinert,,,,,,,,,,,,,,,,
GER,Jens Olbrysch,,,,,,,,,,,,,,,,
GER,Jens Pohl,,,,,,,,,,,,,,,,
GER,Jens Rohn,,,,,,,,,,,,,,,,
GER,Jens Steinborn,,,,,,,,,,,,,,,,
GER,Jens Steinert,,,,,,,,,,,,,,,,
GER,Jens Weishaupt,,,,,,,,,,,,,,,,
GER,Jens Wilke,,,,,,,,,,,,,,,,
GER,Jens-Peter Schlomka,,,,,,,,,,,,,,,,
GER,Jerome Gaudin,,,,,,,,,,,,,,,,
GER,Jim Lindquist,,,,,,,,,,,,,,,,
GER,Jo Ellerbeck,,,,,,,,,,,,,,,,
GER,Joachim Bobbert,,,,,,,,,,,,,,,,
GER,Joachim Hellmich,,,,,,,,,,,,,,,,
GER,Joachim Oetken,,,,,,,,,,,,,,,,
GER,Jobst von Werder,,,,,,,,,,,,,,,,
GER,Jochen Gosch,,,,,,,,,,,,,,,,
GER,Jochen Heydolph,,,,,,,,,,,,,,,,
GER,Jockel Oetken,,,,,,,,,,,,,,,,
GER,Johan Backsin,,,,,,,,,,,,,,,,
GER,Johannes Boy,,,,,,,,,,,,,,,,
GER,Johannes Brack,,,,,,,,,,,,,,,,
GER,Johannes Ganzer,,,,,,,,,,,,,,,,
GER,Johannes Keil,,,,,,,,,,,,,,,,
GER,Johannes Kindermann,,,,,,,,,,,,,,,,
GER,Johannes Schmederer,,,,,,,,,,,,,,,,
GER,Johannes Stricker,,,,,,,,,,,,,,,,
GER,Johannes Tellen,,,1981,,,,,,,,,,,,,
GER,John Christiansen,,,,,,,,,,,,,,,,
GER,Jonas Nissen,,,,,,,,,,,,,,,,
GER,Jonas Royla,,,,,,,,,,,,,,,,
GER,Jonas Vogt,,,,,,,,,,,,,,,,
GER,Jonas von Weidenberg,,,,,,,,,,,,,,,,
GER,Jonny Norder,,,,,,,,,,,,,,,,
GER,Jörg Dähne,,,,,,,,,,,,,,,,
GER,Jörg Gosche,,,,,,,,,,,,,,,,
GER,Jörg Gröne,,,,,,,,,,,,,,,,
GER,Jörg Häger,,,,,,,,,,,,,,,,
GER,Jörg Hinnen,,,,,,,,,,,,,,,,
GER,Jörg Huth,,,,,,,,,,,,,,,,
GER,Jörg Kinder,,,,,,,,,,,,,,,,
GER,Jörg Morche,,,,,,,,,,,,,,,,
GER,Jörg Müller,,,,,,,,,,,,,,,,
GER,Jörg Roißoland,,,,,,,,,,,,,,,,
GER,Jörg Siebert,,,,,,,,,,,,,,,,
GER,Jörgen Thumann,,,,,,,,,,,,,,,,
GER,Jörn Alberts,,,,,,,,,,,,,,,,
GER,Jörn Erdmann,,,,,,,,,,,,,,,,
GER,Jörn Kinzel,,,,,,,,,,,,,,,,
GER,Jörn Leuckel,,,,,,,,,,,,,,,,
GER,Jörn Richter,,,,,,,,,,,,,,,,
GER,Jörn Wille,,,,,,,,,,,,,,,,
GER,Joscha Mudrack,,,,,,,,,,,,,,,,
GER,Joseph Schütte,,,,,,,,,,,,,,,,
GER,Julia Achterberg,,,,,,,,,,,,,,,,
GER,Julia Pösch,,,,,,,,,,,,,,,,
GER,Julia Tanner,,,,,,,,,,,,,,,,
GER,Julia Trusen,,,,,,,,,,,,,,,,
GER,Julian Dierker,,,,,,,,,,,,,,,,
GER,Julian Ramm,,,1983,,,,,,,,,,,,,
GER,Julian Stückl,,,,,,,,,,,,,,,,
GER,Juliane Kohl,,,,,,,,,,,,,,,,
GER,Julien Kleiner,,,1981,,,,,,,,,,,,,
GER,Julius Jacoby,,,,,,,,,,,,,,,,
GER,Jürgen A. Frommholz,,,,,,,,,,,,,,,,
GER,Jürgen Eigenbrod,,,,,,,,,,,,,,,,
GER,Jürgen Feuerhake,,,,,,,,,,,,,,,,
GER,Jürgen Geiger,,,,,,,,,,,,,,,,
GER,Jürgen Girhe,,,,,,,,,,,,,,,,
GER,Jürgen Hatje,,,,,,,,,,,,,,,,
GER,Jürgen Joseph,,,,,,,,,,,,,,,,
GER,Jürgen Puschmann,,,,,,,,,,,,,,,,
GER,Jürgen Wasceszio,,,,,,,,,,,,,,,,
GER,Jürgen Wiesmeier,,,,,,,,,,,,,,,,
GER,Jürgen Ziegler,,,,,,,,,,,,,,,,
GER,Justus Rauno,,,,,,,,,,,,,,,,
GER,Kai Bertallot,,,,,,,,,,,,,,,,
GER,Kai Blekker,,,,,,,,,,,,,,,,
GER,Kai Erhardt,,,,,,,,,,,,,,,,
GER,Kai Homes,,,,,,,,,,,,,,,,
GER,Kai Jeschke,,,,,,,,,,,,,,,,
GER,Kai Löblein,,,,,,,,,,,,,,,,
GER,Kai Mares,,,,,,,,,,,,,,,,
GER,Kai Schramme,,,,,,,,,,,,,,,,
GER,Kai-Uwe Weiß,,,,,,,,,,,,,,,,
GER,Karin Baltzer,,,,,,,,,,,,,,,,
GER,Karin Bischler,,,,,,,,,,,,,,,,
GER,Karin Pöckl,,,,,,,,,,,,,,,,
GER,Karl-Heinz Hilgers,,,,,,,,,,,,,,,,
GER,Karl-Heinz Sax,,,,,,,,,,,,,,,,
GER,Karsten Contag,,,,,,,,,,,,,,,,
GER,Karsten Lahrs,,,,,,,,,,,,,,,,
GER,Karsten Steinbach,,,,,,,,,,,,,,,,
GER,Karsten Stümpel,,,,,,,,,,,,,,,,
GER,Katharina Menge,,,,,,,,,,,,,,,,
GER,Kathrin Adelkofer,,,,,,,,,,,,,,,,
GER,Kathrin Konrad-Schmolke,,,,,,,,,,,,,,,,
GER,Katinka Haslinger,,,,,,,,,,,,,,,,
GER,Katja Frühwald-König,,,,,,,,,,,,,,,,
GER,Katja Henge,,,,,,,,,,,,,,,,
GER,Katja Kilian,,,,,,,,,,,,,,,,
GER,Katrin Konrad-Schmolke,,,,,,,,,,,,,,,,
GER,Kaus Michael Probst,,,,,,,,,,,,,,,,
GER,Kay Ewaldsen,,,,,,,,,,,,,,,,
GER,Kay Raum,,,,,,,,,,,,,,,,
GER,Kay-Enno Brink,,,,,,,,,,,,,,,,
GER,Kersten Weichborn,,,,,,,,,,,,,,,,
GER,Kerstin Bernauer,,,,,,,,,,,,,,,,
GER,Kerstin Beuke,,,,,,,,,,,,,,,,
GER,Kerstin Schult,,,,,,,,,,,,,,,,
GER,Kilian Northoff,,,,,,,,,,,,,,,,
GER,Kirsten Roos,,,,,,,,,,,,,,,,
GER,Kirstin Schirrmacher,,,,,,,,,,,,,,,,
GER,Klaudia Opitz,,,,,,,,,,,,,,,,
GER,Klaus Brinkbäumer,,,,,,,,,,,,,,,,
GER,Klaus Diesch,Württembergischer Yacht Club,,1966-05-22,,,,,,,,19931eaf4a74df4b18e8fc0541344596,,,,,
GER,Klaus Duncker,,,,,,,,,,,,,,,,
GER,Klaus Eifler,,,,,,,,,,,,,,,,
GER,Klaus Heeschen,,,,,,,,,,,,,,,,
GER,Klaus Köhnlein,,,,,,,,,,,,,,,,
GER,Klaus Michael Probst,,,,,,,,,,,,,,,,
GER,Klaus Rieck,,,,,,,,,,,,,,,,
GER,Klaus Riedl,,,,,,,,,,,,,,,,
GER,Klaus Spindler,,,,,,,,,,,,,,,,
GER,Klaus Stammerjohann,,,,,,,,,,,,,,,,
GER,Knut Herbold,,,,,,,,,,,,,,,,
GER,Knut Kiepe,,,,,,,,,,,,,,,,
GER,Konrad Barop,,,,,,,,,,,,,,,,
GER,Konstatin Welp,,,,,,,,,,,,,,,,
GER,Kristine Förster,,,,,,,,,,,,,,,,
GER,Kristine König,,,,,,,,,,,,,,,,
GER,Kurt Motzet,,,,,,,,,,,,,,,,
GER,Kurt Reincke,,,,,,,,,,,,,,,,
GER,L. Köhler,,,,,,,,,,,,,,,,
GER,Lars Bähr,,,,,,,,,,,,,,,,
GER,Lars Derschotte Dehne,,,1974,,,,,,,,,,,,,
GER,Lars Kruse,,,,,,,,,,,,,,,,
GER,Lars Lankenau,,,,,,,,,,,,,,,,
GER,Lars Lippmann,,,,,,,,,,,,,,,,
GER,Lars Meier,,,,,,,,,,,,,,,,
GER,Lars Metzner,,,,,,,,,,,,,,,,
GER,Lars Schmietenknop,,,,,,,,,,,,,,,,
GER,Lars Stöckmann,,,,,,,,,,,,,,,,
GER,Lars Teutenberg,,,,,,,,,,,,,,,,
GER,Lars Thiel,,,,,,,,,,,,,,,,
GER,Lars Wille Jensen,,,,,,,,,,,,,,,,
GER,Lars Wrentzel,,,,,,,,,,,,,,,,
GER,Lau Wogelius,,,,,,,,,,,,,,,,
GER,Leif Koch,,,,,,,,,,,,,,,,
GER,Lena Klose,,,,,,,,,,,,,,,,
GER,Lena Stückl,,,1995,,,,,,,,,,,,,
GER,Lennart Schirmer,,,,,,,,,,,,,,,,
GER,Lennart Tasche,,,,,,,,,,,,,,,,
GER,Leon Oehme,,,,,,,,,,,,,,,,
GER,Leonie Meyer,,,,,,,,,,,,,,,,
GER,Lozenz Urbach,,,,,,,,,,,,,,,,
GER,Ludger Huttermann,,,,,,,,,,,,,,,,
GER,Lukas Emrich,,,,,,,,,,,,,,,,
GER,Lukas Tanner,,,,,,,,,,,,,,,,
GER,Lutz Kandzia,,,,,,,,,,,,,,,,
GER,Lutz Körnig,,,,,,,,,,,,,,,,
GER,Lutz Lerche,,,,,,,,,,,,,,,,
GER,Lutz Pietrass,,,,,,,,,,,,,,,,
GER,Lutz Stengel,,,,,,,,,,,,,,,,
GER,Maik Kaiser,,,,,,,,,,,,,,,,
GER,Maike Miechelsen,,,,,,,,,,,,,,,,
GER,Maike Roos,,,,,,,,,,,,,,,,
GER,Malte Christophessen,,,,,,,,,,,,,,,,
GER,Malte Coers,,,,,,,,,,,,,,,,
GER,Malte Eilenstein,,,,,,,,,,,,,,,,
GER,Malte Fiedler,,,,,,,,,,,,,,,,
GER,Malte Frese,,,,,,,,,,,,,,,,
GER,Manuela Seifert,,,,,,,,,,,,,,,,
GER,Marc Helms,,,,,,,,,,,,,,,,
GER,Marc Köster,,,,,,,,,,,,,,,,
GER,Marco Colombo,,,,,,,,,,,,,,,,
GER,Marco Misbach,,,,,,,,,,,,,,,,
GER,Marcus Cordes,,,,,,,,,,,,,,,,
GER,Marcus Neuß,,,,,,,,,,,,,,,,
GER,Marcus Pies,,,,,,,,,,,,,,,,
GER,Marcus Wagner,,,,,,,,,,,,,,,,
GER,Maren Brehme,,,,,,,,,,,,,,,,
GER,Maren Müller-Menzel,,,,,,,,,,,,,,,,
GER,Maren Roos,,,,,,,,,,,,,,,,
GER,Margit Falk,,,,,,,,,,,,,,,,
GER,Margret Porschen,,,,,,,,,,,,,,,,
GER,Mario Tirre,,,,,,,,,,,,,,,,
GER,Marius Brill,,,,,,,,,,,,,,,,
GER,Marius Knippscheer,,,,,,,,,,,,,,,,
GER,Marius Wolff,,,,,,,,,,,,,,,,
GER,Mark Dieckmann,,,,,,,,,,,,,,,,
GER,Mark Felling,,,,,,,,,,,,,,,,
GER,Markus Conrad,,,,,,,,,,,,,,,,
GER,Markus Hintz,,,,,,,,,,,,,,,,
GER,Markus Hoppe,,,,,,,,,,,,,,,,
GER,Markus Keding,,,,,,,,,,,,,,,,
GER,Markus Klos,,,,,,,,,,,,,,,,
GER,Markus Maisenbacher,,,,,,,,,,,,,,,,
