Nation,Name,Club,Description,Birth Date,Website,Facebook,Death Date,Full Name,Height,Wikipedia,Sailor ID
USA,Hans Crosby,,,,,,,,,,
USA,Hans Gode,,,,,,,,,,
USA,Harrison Turner,,,,,,,,,,
USA,Harry Mattison,,,,,,,,,,
USA,Henry Amthor,,,,,,,,,,
USA,Henry Schefter,,,,,,,,,,
USA,Holt Condon,,,,,,,,,,
USA,Howard Hamlin,,,,,,,,,,
USA,Ian Conners,,,,,,,,,,
USA,Ian McKeige,,,,,,,,,,
USA,Ian O'Leary,,,,,,,,,,
USA,Jackson McCoy,,,,,,,,,,
USA,Jackson Montague,,,,,,,,,,
USA,James Appel,,,,,,,,,,
USA,James Barry,,,,,,,,,,
USA,James Englert,,,,,,,,,,
USA,James Holstine,,,,,,,,,,
USA,James Jacob,,,,,,,,,,
USA,James McKenna,,,,,,,,,,
USA,James Nunn,,,,,,,,,,
USA,Jan Aase,,,,,,,,,,
USA,Jason Breeden,,,,,,,,,,
USA,Jason Bright,,,,,,,,,,
USA,Jay Glaser,,,,,,,,,,
USA,Jay Smith,,,,,,,,,,
USA,Jeff Brauch,,,,,,,,,,
USA,Jeff Braun,,,,,,,,,,
USA,Jeffrey Krusniak,,,,,,,,,,
USA,Jeffrey Nelson,,,,,,,,,,
USA,Jei Lee,,,,,,,,,,
USA,Jennifer Morgan Glass,,,,,,,,,,
USA,Jesse Falsone,,,,,,,,,,
USA,Jesse Kirkland,,,,,,,,,,
USA,Jim Englert,,,,,,,,,,
USA,Jim Maloney,,,,,,,,,,
USA,Jim Walters,,,,,,,,,,
USA,Jimmie Cockerill,,,,,,,,,,
USA,Jimmy Praley,,,,,,,,,,
USA,Joe Keating,,,,,,,,,,
USA,Joe Stoodley,,,,,,,,,,
USA,Joerg Esdorn,,,,,,,,,,
USA,John Badtke,,,,,,,,,,
USA,John Henderson,,,,,,,,,,
USA,John Ingalls,,,,,,,,,,
USA,John Loe,,,,,,,,,,
USA,John Meade,,,,,,,,,,
USA,John Smith,,,,,,,,,,
USA,John Storck III,,,,,,,,,,
USA,John Wyles,,,,,,,,,,
USA,John Zakaib,,,,,,,,,,
USA,Jon Bell,,,,,,,,,,
USA,Jon Henderson,"CYC Seattle, RNZYS, Wakatere Boating Club",,,,,,,,,
USA,Jon Preston-Thomas,,,,,,,,,,
USA,Jonathan Livingstone,,,,,,,,,,
USA,Jonathan Wenderoth,,,,,,,,,,
USA,Joseph Thompson,,,,,,,,,,
USA,Josh Dyck,,,,,,,,,,
USA,Josh Gray,,,,,,,,,,
USA,Joshua Lieberman,,,,,,,,,,
USA,Justin Shaffer,,,,,,,,,,
USA,Kaila Pfrang,,,,,,,,,,
USA,Karl Knauss,,,,,,,,,,
USA,Katherine Viechnicki,,,,,,,,,,
USA,Keith Davids,,,,,,,,,,
USA,Kelsey Averill,,,,,,,,,,
USA,Kelsey Avril,,,,,,,,,,
USA,Ken Richards,,,,,,,,,,
USA,Kenny Elliot,,,,,,,,,,
USA,Kerry Poe,,,,,,,,,,
USA,Kevin Eley,,,,,,,,,,
USA,Kevin Maguire,,,,,,,,,,
USA,Kevin Mehaffey,,,,,,,,,,
USA,Ki Kaiser,,,,,,,,,,
USA,Kim Preston-Thomas,,,,,,,,,,
USA,Kirk Gooding,,,,,,,,,,
USA,Kirk Twardowski,,,,,,,,,,
USA,Kirstin Guinther,,,,,,,,,,
USA,Krysia Pohl,,,,,,,,,,
USA,Kyle Pfrang,,,,,,,,,,
USA,Langdon Foley,,,,,,,,,,
USA,Langdon Junge,,,,,,,,,,
USA,Larry Rosenfield,,,,,,,,,,
USA,Larry Tuttle,,,,,,,,,,
USA,Laura Seuschek,,,,,,,,,,
USA,Lauren Abramson,,,,,,,,,,
USA,Lauren Schoene,,,,,,,,,,
USA,Lee Laney,,,,,,,,,,
USA,Lennart Nilsson,,,,,,,,,,
USA,Leslie Crane,,,,,,,,,,
USA,Louise Van Voorhis,,,,,,,,,,
USA,Luke Ingalls,,,,,,,,,,
USA,Luke Lawrence,,,,,,,,,,
USA,Luke Renn,,,,,,,,,,
USA,Macy Nelson,,,,,,,,,,
USA,Marc Winger,,,,,,,,,,
USA,Mark Ivey,,,,,,,,,,
USA,Mark Koenig,,,,,,,,,,
USA,Mark Linker,,,,,,,,,,
USA,Mark McCarthy,,,,,,,,,,
USA,Mark Mendelblatt,,,,,,,,,,
USA,Mark Wheeler,,,,,,,,,,
USA,Mark Zagol,,,,,,,,,,
USA,Martin Tipton,,,,,,,,,,
USA,Mathias Kennerknecht,,,,,,,,,,
USA,Matt Gardiner,,,,,,,,,,
USA,Matt Kennerknecht,,,,,,,,,,
USA,Matt Mcqueen,,,,,,,,,,
USA,Matt Sanders,,,,,,,,,,
USA,Matthew Barry,,,,,,,,,,
USA,Matthew Breton,,,,,,,,,,
USA,Matthew Woodworth,,,,,,,,,,
USA,Matthias Kennernecht,,,,,,,,,,
USA,Mead Hopkins,,,,,,,,,,
USA,Merv Richards,,,,,,,,,,
USA,Michael Agrell,,,,,,,,,,
USA,Michael Breault,,,,,,,,,,
USA,Michael Coe,,,,,,,,,,
USA,Michael Curtin,,,,,,,,,,
USA,Michael Goldstein,,,,,,,,,,
USA,Michael Komar,,,,,,,,,,
USA,Michael Welch,,,,,,,,,,
USA,Michael Zimmerman,,,,,,,,,,
USA,Michel Fialas,,,,,,,,,,
USA,Mike Albert,,,,,,,,,,
USA,Mike Holt,,,,,,,,,,
USA,Mike Kohn,,,,,,,,,,
USA,Mike Martin,"St Francis Yacht Club, Newport Harbor Yacht Club",,1964,,,,,,,
USA,Mike Mills,,,,,,,,,,
USA,Mike Poulos,,,,,,,,,,
USA,Mike Powell,,,,,,,,,,
USA,Mike Punnett,,,,,,,,,,
USA,Mike Smith,,,,,,,,,,
USA,Mike Zani,,,,,,,,,,
USA,Miles Johannessen,,,,,,,,,,
USA,Naim Buseb,,,,,,,,,,
USA,Nat Taylor,,,,,,,,,,
USA,Nate Barton,,,,,,,,,,
USA,Nathaniel Plant,,,,,,,,,,
USA,Neal Fowler,,,,,,,,,,
USA,Ned Turney,,,,,,,,,,
USA,Nicholas Blair,,,,,,,,,,
USA,Nicholas Burke,,,,,,,,,,
USA,Nicholas Grey,,,,,,,,,,
USA,Nick Adamson,,,,,,,,,,
USA,Nick Trotman,,,,,,,,,,
USA,Parker Colantuono,,,,,,,,,,
USA,Parry Barclay,,,,,,,,,,
USA,Pat Diola,,,,,,,,,,
USA,Patrick Diola,,,,,,,,,,
USA,Patrick Smiley,,,,,,,,,,
USA,Patrick Whitmarsh,,,,,,,,,,
USA,Paul Allen,,,,,,,,,,
USA,Paul Andron,,,,,,,,,,
USA,Paul Kerner,,,,,,,,,,
USA,Paul Muus,,,,,,,,,,
USA,Pete Conway,,,,,,,,,,
USA,Pete Melvin,,,,,,,,,,
USA,Pete Spaulding,,,,,,,,,,
USA,Peter Alarie,,,,,,,,,,
USA,Peter Goetz,,,,,,,,,,
USA,Peter Laudrup,,,,,,,,,,
USA,Peter Tuck,,,,,,,,,,
USA,Phil Terman,,,,,,,,,,
USA,Phillip Ryan,,,,,,,,,,
USA,Phillipe Goubalt,,,,,,,,,,
USA,Piper Dunlap,,,,,,,,,,
USA,Ramsay Key,,,,,,,,,,
USA,Ray Pingree,,,,,,,,,,
USA,Reeve Dunne,,,,,,,,,,
USA,Reid Shaffer,,,,,,,,,,
USA,Rene De,,,,,,,,,,
USA,Rene de la Rie,,,,,,,,,,
USA,Rich Mudell,,,,,,,,,,
USA,Richard Elstrom,,,,,,,,,,
USA,Richard Peck,,,,,,,,,,
USA,Rick Blase,,,,,,,,,,
USA,Rick Blase Jr.,,,,,,,,,,
USA,RJ Bay,,,,,,,,,,
USA,R.Latene Montgue,,,,,,,,,,
USA,Rob Woelfel,,,,,,,,,,
USA,Robbie van Landingham,,,,,,,,,,
USA,Robert Montague,,,,,,,,,,
USA,Robert O'Brien,,,,,,,,,,
USA,Robert Waterman,,,,,,,,,,
USA,Robert Woelfel,,,,,,,,,,
USA,Russell Miller,,,,,,,,,,
USA,Ryan Lorence,,,,,,,,,,
USA,Saesha Carlile,,,,,,,,,,
USA,Scott Ikle,,,,,,,,,,
USA,Scott MacKay,,,,,,,,,,
USA,Scott Smith,,,,,,,,,,
USA,Scott Weiler,,,,,,,,,,
USA,Segah Meer,,,,,,,,,,
USA,Shane Illidge,,,,,,,,,,
USA,Simon Gerson,,,,,,,,,,
USA,Solomon Marini,,,,,,,,,,
USA,Spencer Snapp,,,,,,,,,,
USA,Stanley Honey,,,,,,,,,,
USA,Stephen Benjamin,,,,,,,,,,
USA,Stephen Bourdow,,,,,,,,,,
USA,Stephen Broberg,,,,,,,,,,
USA,Stephen Owens,,,,,,,,,,
USA,Sterling Spruill,,,,,,,,,,
USA,Steve Anderes,,,,,,,,,,
USA,Steve Eller,,,,,,,,,,
USA,Steve Flam,,,,,,,,,,
USA,Steve Keckler,,,,,,,,,,
USA,Steve Kleha,,,,,,,,,,
USA,Steve Rosenberg,,,,,,,,,,
USA,Steve Smith,,,,,,,,,,
USA,Steve Sparkman,,,,,,,,,,
USA,Steve Zimmerman,,,,,,,,,,
USA,Steven Lieberman,,,,,,,,,,
USA,Stevios Papadakis,,,,,,,,,,
USA,Stine Cacavas,,,,,,,,,,
USA,Sugar Flanagan,,,,,,,,,,
USA,Susan Athmann,,,,,,,,,,
USA,Susan Badtke,,,,,,,,,,
USA,Susan Gille,,,,,,,,,,
USA,Ted Fernau,,,,,,,,,,
USA,Ted Huebner,,,,,,,,,,
USA,Ted Moore,,,,,,,,,,
USA,Ted Nordquist,,,,,,,,,,
USA,Terry Neff,,,,,,,,,,
USA,Thad Melton,,,,,,,,,,
USA,Thomas Barrows,,,,,,,,,,
USA,Thomas Sitzmann,,,,,,,,,,
USA,Tim Collins,,,,,,,,,,
USA,Tim Murphy,,,,,,,,,,
USA,Tim Sayles,,,,,,,,,,
USA,Tim Wadlow,,,,,,,,,,
USA,Todd Lochner,,,,,,,,,,
USA,Tom Crawford,,,,,,,,,,
USA,Tom Fink,,,,,,,,,,
USA,Tom O'Toole,,,,,,,,,,
USA,Tommy Fink,,,,,,,,,,
USA,Tony DeVita,,,,,,,,,,
USA,Tucker Edmundson,,,,,,,,,,
USA,Turk Wilson,,,,,,,,,,
USA,Tyler Moore,,,,,,,,,,
USA,W Allen Kilgore,,,,,,,,,,
USA,Wendy Herzberg,,,,,,,,,,
USA,Whit Duncan,,,,,,,,,,
USA,Will Hundahl,,,,,,,,,,
USA,Will Lowe,,,,,,,,,,
USA,William Miller,,,,,,,,,,
USA,William Peaver,,,,,,,,,,
USA,William Pevear,,,,,,,,,,
USA,Witold Gesing,,,,,,,,,,
USA,Wolf Chamberlain,,,,,,,,,,
USA,Xavier deTappe,,,,,,,,,,
USA,Zachary Marks,,,,,,,,,,
USA,Zhenya Kirushkin-Stepanoff,,,,,,,,,,
ZIM,David Horsfall,,,,,,,,,,
ZIM,Jeremy Sean O'Connor,,,,,,,,,,
ZIM,Patrick McCosh,,,,,,,,,,
